time,time_elapsed_s,dc_bus_voltage,rpm,torque_total,cell_min_v,throttle_raw1,throttle_raw2,motor_temp,pwrstg_temp,air_temp,n_actual,i_actual,s1_raw,s2_raw,brake_raw,precharge_btn,start_btn,torque_req,torque_est,throttle_pct,brake_pct,ams_min_cell_mv,ams_max_cell_mv,ams_stack_v,ams_current_a,ams_max_temp_c,ams_min_temp_c,ams_avg_temp_c,g_long,g_lat,g_total,susp_force_fl,susp_force_fr,susp_force_rl,susp_force_rr,susp_travel_fl,susp_travel_fr,susp_travel_rl,susp_travel_rr,brake_temp_fl,brake_temp_fr,brake_temp_rl,brake_temp_rr
2025-12-26T11:50:05.985800,0.000,398.90133506263635,76.87183751338544,230.0,4194.761999029856,2000.0,2000.0,35.457786594455584,30.366229275564464,25.0,76.87183751338544,9.155731889111648,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4194.761999029856,4203.970800811525,398.90133506263635,9.155731889111648,25.00062870569819,23.00062870569819,24.00062870569819,1.1722731906218145,0.0,1.1722731906218145,1227.1856503693998,1237.3225142417982,756.8841062555932,761.9471346295323,49.08742601477599,49.49290056967193,30.27536425022373,30.477885385181292,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.037159,0.050,398.2814293715418,153.73671332098613,230.0,4187.935690184113,2000.0,2000.0,35.715698717404756,30.572558973923808,25.0,153.73671332098613,14.313974348095163,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4187.935690184113,4198.006647805609,398.2814293715418,14.313974348095163,25.00216516826064,23.00216516826064,24.00216516826064,1.1721670266309885,0.0,1.1721670266309885,1243.5987058760143,1242.6277301018,755.4596606070278,758.2795483833972,49.74394823504057,49.705109204071995,30.21838642428111,30.331181935335888,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.087537,0.100,397.6589941335526,230.58070653305316,230.0,4180.954206386722,2000.0,2000.0,35.97467021346619,30.77973617077295,25.0,230.58070653305316,19.49340426932377,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4180.954206386722,4192.259303640066,397.6589941335526,19.49340426932377,25.005014292967264,23.005014292967264,24.005014292967264,1.1718485731155466,0.0,1.1718485731155466,1236.0374449892608,1225.334683921428,760.3956763919019,767.2369260179307,49.441497799570435,49.013387356857116,30.415827055676075,30.68947704071723,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.137768,0.150,397.03489927653004,307.38990760566224,230.0,4174.984890915983,2000.0,2000.0,36.23433862721684,30.987470901773477,25.0,307.38990760566224,24.68677254433692,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4174.984890915983,4184.440389344148,397.03489927653004,24.68677254433692,25.00958295024251,23.00958295024251,24.00958295024251,1.1713180030960144,0.0,1.1713180030960144,1234.652516748743,1241.4869338125466,761.632184247886,759.2482979055118,49.38610066994972,49.65947735250186,30.46528736991544,30.36993191622047,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.188312,0.200,396.4092441972985,384.1504284123582,230.0,4167.885150852788,2000.0,2000.0,36.494662556969764,31.195730045575814,25.0,384.1504284123582,29.893251139395318,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4167.885150852788,4179.13138750068,396.4092441972985,29.893251139395318,25.01628053778122,23.01628053778122,24.01628053778122,1.1705756431825762,0.0,1.1705756431825762,1228.13721224209,1226.1637893553325,754.9554634967168,761.4875809708908,49.125488489683605,49.046551574213304,30.198218539868673,30.459503238835634,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.241565,0.250,395.7821268411924,460.8484122872909,230.0,4161.215250701863,2000.0,2000.0,36.7556012049756,31.40448096398048,25.0,460.8484122872909,35.112024099511935,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4161.215250701863,4172.734801450691,395.7821268411924,35.112024099511935,25.0255186653249,23.0255186653249,24.0255186653249,1.1696219731403188,0.0,1.1696219731403188,1239.7131483701016,1232.8427005787505,766.5198141181244,776.4705318120192,49.58852593480407,49.31370802315002,30.660792564724975,31.058821272480767,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.292096,0.300,395.15364601087424,537.4700440244115,230.0,4155.940860582849,2000.0,2000.0,37.017113415407486,31.613690732325992,25.0,537.4700440244115,40.34226830814977,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4155.940860582849,4166.284204640388,395.15364601087424,40.34226830814977,25.037710830862714,23.037710830862714,24.037710830862714,1.1684576252191667,0.0,1.1684576252191667,1224.9218817757042,1240.9157210021963,778.2104398714623,774.954552706351,48.996875271028166,49.63662884008785,31.128417594858494,30.998182108254042,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.345738,0.350,394.5239013173063,614.001559817405,230.0,4148.053984150332,2000.0,2000.0,37.27915769478263,31.823326155826106,25.0,614.001559817405,45.58315389565265,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4148.053984150332,4158.17499290942,394.5239013173063,45.58315389565265,25.0532720928989,23.0532720928989,24.0532720928989,1.1670833832501306,0.0,1.1670833832501306,1229.9184780633834,1227.9785613856764,761.995063950078,774.1627620879109,49.196739122535334,49.11914245542705,30.47980255800312,30.966510483516437,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.397783,0.400,393.89299311887856,690.4292571251822,230.0,4142.06119130535,2000.0,2000.0,37.541692237318955,32.03335378985516,25.0,690.4292571251822,50.83384474637912,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4142.06119130535,4152.409367068178,393.89299311887856,50.83384474637912,25.072618739288604,23.072618739288604,24.072618739288604,1.1655001815101067,0.0,1.1655001815101067,1227.22757960068,1227.8055207013492,757.8626820698853,764.9393592616274,49.0891031840272,49.11222082805397,30.31450728279541,30.597574370465093,25.0,25.0,25.0,25.0
2025-12-26T11:50:06.447314,0.450,393.26102245960374,766.7395044479406,230.0,4135.238700025471,2000.0,2000.0,37.804674950681445,32.243739960545156,25.0,766.7395044479406,56.09349901362885,2000.0,2000.0,800.0,1,1,230.0,207.0,100.0,0.0,4135.238700025471,4146.553751884912,393.26102245960374,56.09349901362886,25.096167953126653,23.096167953126653,24.096167953126653,1.1637091033580802,0.0,1.1637091033580802,1220.6478329574957,1240.2101747520153,761.5991002378493,770.606576754306,48.825913318299826,49.60840699008061,30.46396400951397,30.824263070172243,25.0,25.0,25.0,25.0
