timestamp,time_elapsed_s,dc_bus_voltage,rpm,torque_total,cell_min_v,throttle_raw1,throttle_raw2,motor_temp,pwrstg_temp,air_temp,n_actual,i_actual,s1_raw,s2_raw,brake_raw,precharge_btn,start_btn,torque_req,torque_est,throttle_pct,brake_pct,ams_min_cell_mv,ams_max_cell_mv,ams_stack_v,ams_current_a,ams_max_temp_c,ams_min_temp_c,ams_avg_temp_c,g_long,g_lat,g_total,susp_force_fl,susp_force_fr,susp_force_rl,susp_force_rr,susp_travel_fl,susp_travel_fr,susp_travel_rl,susp_travel_rr,brake_temp_fl,brake_temp_fr,brake_temp_rl,brake_temp_rr
2025-12-22T17:43:33.078894,0.000,386.50292345306207,5000.0,100.0,4100,1500,1520,40.0,35.0,20.0,5000.0,75.0,1500,1520,800,0,0,100.0,100.0,50.0,0.0,4100,4200,390.0,75.0,30.0,25.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.66610522178566,38.40905814458915,37.360093259901355,44.32276347254208,40.0,40.0,40.0,40.0
2025-12-22T17:43:33.129897,0.050,386.5397290144832,5099.958338541357,103.99833354165426,4100,1500,1520,40.0,35.0,20.0,5099.958338541357,77.9987501562407,1500,1520,800,0,0,103.99833354165426,103.99833354165426,51.99916677082713,0.0,4100,4200,390.0,77.9987501562407,30.005,25.0,25.0,0.024997395914712332,0.9996875162757026,1.0,0.0,0.0,0.0,0.0,39.554944174708226,40.7122622381745,35.959828272310695,40.00649904995331,40.025,40.025,40.025,40.025
2025-12-22T17:43:33.180384,0.100,385.71967029183537,5199.666833293656,107.98667333174625,4100,1500,1520,40.0,35.0,20.0,5199.666833293656,80.99000499880968,1500,1520,800,0,0,107.98667333174625,107.98667333174625,53.99333666587312,0.0,4100,4200,390.0,80.99000499880968,30.01,25.0,25.0,0.04997916927067833,0.9987502603949663,1.0,0.0,0.0,0.0,0.0,39.85173440291526,37.41568530314094,37.13633836984264,42.176283407229846,40.05,40.05,40.05,40.05
2025-12-22T17:43:33.230865,0.150,386.0334076711748,5298.876264947198,111.95505059788795,4100,1500,1520,40.0,35.0,20.0,5298.876264947198,83.96628794841595,1500,1520,800,0,0,111.95505059788795,111.95505059788795,55.977525298943974,0.0,4100,4200,390.0,83.96628794841595,30.015,25.0,25.0,0.07492970727274235,0.9971888181122075,1.0,0.0,0.0,0.0,0.0,42.373564263421144,44.30602109590472,42.064955950156836,39.20811184535825,40.075,40.075,40.075,40.075
2025-12-22T17:43:33.281485,0.200,386.09193421832833,5397.338661590123,115.89354646360489,4100,1500,1520,40.0,35.0,20.0,5397.338661590123,86.92015984770367,1500,1520,800,0,0,115.89354646360489,115.89354646360489,57.946773231802446,0.0,4100,4200,390.0,86.92015984770367,30.02,25.0,25.0,0.09983341664682815,0.9950041652780258,1.0,0.0,0.0,0.0,0.0,42.511941400015516,40.30216278074679,41.68600349477997,37.32179805482019,40.1,40.1,40.1,40.1
2025-12-22T17:43:33.337325,0.250,385.49902004002774,5494.8079185090455,119.79231674036183,4100,1500,1520,40.0,35.0,20.0,5494.8079185090455,89.84423755527138,1500,1520,800,0,0,119.79231674036183,119.79231674036183,59.89615837018091,0.0,4100,4200,390.0,89.84423755527138,30.025,25.0,25.0,0.12467473338522769,0.992197667229329,0.9999999999999999,0.0,0.0,0.0,0.0,36.59839680617699,38.77478533264393,41.12674605023213,35.114804123219365,40.125,40.125,40.125,40.125
2025-12-22T17:43:33.388325,0.300,385.55765912542086,5591.040413322679,123.64161653290716,4100,1500,1520,40.0,35.0,20.0,5591.040413322679,92.73121239968037,1500,1520,800,0,0,123.64161653290716,123.64161653290716,61.82080826645358,0.0,4100,4200,390.0,92.73121239968037,30.03,25.0,25.0,0.14943813247359922,0.9887710779360422,0.9999999999999999,0.0,0.0,0.0,0.0,41.952027027988755,41.10638189866053,39.799390352324735,41.3906546742527,40.15,40.15,40.15,40.15
2025-12-22T17:43:33.438689,0.350,385.58599590372813,5685.795614910903,127.43182459643612,4100,1500,1520,40.0,35.0,20.0,5685.795614910903,95.57386844732709,1500,1520,800,0,0,127.43182459643612,127.43182459643612,63.71591229821806,0.0,4100,4200,390.0,95.57386844732709,30.035,25.0,25.0,0.17410813759359595,0.9847265389049334,0.9999999999999999,0.0,0.0,0.0,0.0,40.01060757593564,36.63209761090313,40.73700496822799,35.04437892968943,40.175,40.175,40.175,40.175
2025-12-22T17:43:33.489752,0.400,385.37049780291966,5778.836684617301,131.15346738469202,4100,1500,1520,40.0,35.0,20.0,5778.836684617301,98.36510053851902,1500,1520,800,0,0,131.15346738469202,131.15346738469202,65.57673369234601,0.0,4100,4200,390.0,98.36510053851902,30.04,25.0,25.0,0.1986693307950612,0.9800665778412416,1.0,0.0,0.0,0.0,0.0,44.54180060956473,38.60840406524638,41.02041972145078,37.79571000489855,40.2,40.2,40.2,40.2
2025-12-22T17:43:33.541067,0.450,384.6988256616757,5869.93106822246,134.79724272889842,4100,1500,1520,40.0,35.0,20.0,5869.93106822246,101.09793204667382,1500,1520,800,0,0,134.79724272889842,134.79724272889842,67.39862136444921,0.0,4100,4200,390.0,101.09793204667382,30.045,25.0,25.0,0.22310636213174542,0.9747941070689433,1.0,0.0,0.0,0.0,0.0,38.64042258553113,39.7086649132077,41.956298975028595,41.02266554978223,40.225,40.225,40.225,40.225
2025-12-22T17:43:33.592001,0.500,385.2519149089876,5958.8510772084055,138.35404308833623,4100,1500,1520,40.0,35.0,20.0,5958.8510772084055,103.76553231625218,1500,1520,800,0,0,138.35404308833623,138.35404308833623,69.17702154416811,0.0,4100,4200,390.0,103.76553231625216,30.05,25.0,25.0,0.2474039592545229,0.9689124217106448,1.0,0.0,0.0,0.0,0.0,36.179797193914986,35.14776942704735,43.81467837458021,41.24679148892961,40.25,40.25,40.25,40.25
2025-12-22T17:43:33.642158,0.550,385.0065613266105,6045.374457861319,141.81497831445273,4100,1500,1520,40.0,35.0,20.0,6045.374457861319,106.36123373583955,1500,1520,800,0,0,141.81497831445273,141.81497831445273,70.90748915722637,0.0,4100,4200,390.0,106.36123373583955,30.055,25.0,25.0,0.2715469369561128,0.962425197628238,1.0,0.0,0.0,0.0,0.0,36.70201476147358,41.50841992098596,42.093051716344206,43.45838045613337,40.275,40.275,40.275,40.275
2025-12-22T17:43:33.692766,0.600,384.6366736348765,6129.2849467900705,145.17139787160284,4100,1500,1520,40.0,35.0,20.0,6129.2849467900705,108.87854840370213,1500,1520,800,0,0,145.17139787160284,145.17139787160284,72.58569893580142,0.0,4100,4200,390.0,108.87854840370213,30.06,25.0,25.0,0.29552020666133955,0.955336489125606,1.0,0.0,0.0,0.0,0.0,37.169743769918554,41.25644366228584,38.81960114852442,43.258304388690796,40.3,40.3,40.3,40.3
2025-12-22T17:43:33.743059,0.650,384.8336663098056,6210.372811472079,148.41491245888318,4100,1500,1520,40.0,35.0,20.0,6210.372811472079,111.31118434416238,1500,1520,800,0,0,148.41491245888318,148.41491245888318,74.20745622944159,0.0,4100,4200,390.0,111.3111843441624,30.065,25.0,25.0,0.31930878585700095,0.9476507264148157,1.0,0.0,0.0,0.0,0.0,42.99837605960043,40.06807114425368,37.01674835078213,38.036491023594664,40.325,40.325,40.325,40.325
2025-12-22T17:43:33.794459,0.700,384.61331451102984,6288.435374475383,151.5374149790153,4100,1500,1520,40.0,35.0,20.0,6288.435374475383,113.65306123426147,1500,1520,800,0,0,151.5374149790153,151.5374149790153,75.76870748950765,0.0,4100,4200,390.0,113.65306123426146,30.07,25.0,25.0,0.3428978074554514,0.9393727128473789,1.0,0.0,0.0,0.0,0.0,35.055992995996235,42.224700976009736,41.863302388072725,43.505166377197526,40.35,40.35,40.35,40.35
2025-12-22T17:43:33.845480,0.750,384.19633159925576,6363.2775200466685,154.53110080186673,4100,1500,1520,40.0,35.0,20.0,6363.2775200466685,115.89832560140005,1500,1520,800,0,0,154.53110080186673,154.53110080186673,77.26555040093336,0.0,4100,4200,390.0,115.89832560140005,30.075,25.0,25.0,0.3662725290860476,0.9305076219123143,1.0,0.0,0.0,0.0,0.0,44.29289867533299,42.440576499005715,36.69115300345427,44.99918443541526,40.375,40.375,40.375,40.375
2025-12-22T17:43:33.896165,0.800,383.9496557845174,6434.7121817990455,157.38848727196182,4100,1500,1520,40.0,35.0,20.0,6434.7121817990455,118.04136545397137,1500,1520,800,0,0,157.38848727196182,157.38848727196182,78.69424363598091,0.0,4100,4200,390.0,118.04136545397137,30.08,25.0,25.0,0.3894183423086506,0.9210609940028851,1.0,0.0,0.0,0.0,0.0,41.5216985561543,35.41901509123929,41.36521948005226,35.91327351414893,40.4,40.4,40.4,40.4
2025-12-22T17:43:33.947180,0.850,384.3325698641751,6502.560810280585,160.10243241122342,4100,1500,1520,40.0,35.0,20.0,6502.560810280585,120.07682430841757,1500,1520,800,0,0,160.10243241122342,160.10243241122342,80.05121620561171,0.0,4100,4200,390.0,120.07682430841757,30.085,25.0,25.0,0.41232078174342485,0.9110387329540336,0.9999999999999999,0.0,0.0,0.0,0.0,37.662701705590294,35.80369118833809,35.26451629638913,36.23894476170056,40.425,40.425,40.425,40.425
2025-12-22T17:43:34.001218,0.900,383.6270099417848,6566.653819254967,162.66615277019866,4100,1500,1520,40.0,35.0,20.0,6566.653819254967,121.999614577649,1500,1520,800,0,0,162.66615277019866,162.66615277019866,81.33307638509933,0.0,4100,4200,390.0,121.999614577649,30.09,25.0,25.0,0.43496553411123035,0.9004471023526769,1.0,0.0,0.0,0.0,0.0,42.6331872557976,41.73323928892313,41.99412690590694,37.49651737692645,40.45,40.45,40.45,40.45
2025-12-22T17:43:34.054295,0.950,383.36572368689605,6626.831009578747,165.07324038314994,4100,1500,1520,40.0,35.0,20.0,6626.831009578747,123.80493028736245,1500,1520,800,0,0,165.07324038314994,165.07324038314994,82.53662019157497,0.0,4100,4200,390.0,123.80493028736245,30.095,25.0,25.0,0.4573384471789556,0.8892927216231682,1.0,0.0,0.0,0.0,0.0,44.120469520195556,41.5391854470465,40.04949291769768,41.97922729765586,40.475,40.475,40.475,40.475
2025-12-22T17:43:34.105384,1.000,383.92796292352085,6682.941969615793,167.3176787846317,4100,1500,1520,40.0,35.0,20.0,6682.941969615793,125.48825908847378,1500,1520,800,0,0,167.3176787846317,167.3176787846317,83.65883939231585,0.0,4100,4200,390.0,125.48825908847377,30.1,25.0,25.0,0.4794255386042031,0.8775825618903726,1.0,0.0,0.0,0.0,0.0,37.7679832853471,38.55936487217474,39.25465561181601,42.56365743571273,40.5,40.5,40.5,40.5
2025-12-22T17:43:34.155789,1.050,383.33458769769356,6734.846451188034,169.39385804752135,4100,1500,1520,40.0,35.0,20.0,6734.846451188034,127.04539353564101,1500,1520,800,0,0,169.39385804752135,169.39385804752135,84.69692902376067,0.0,4100,4200,390.0,127.04539353564101,30.105,25.0,25.0,0.5012130046737979,0.8653239416229412,1.0,0.0,0.0,0.0,0.0,41.875017344948574,42.73241256138722,38.90033499545498,44.22908107941984,40.525,40.525,40.525,40.525
2025-12-22T17:43:34.206354,1.100,383.4054263568573,6782.414720122872,171.29658880491485,4100,1500,1520,40.0,35.0,20.0,6782.414720122872,128.47244160368615,1500,1520,800,0,0,171.29658880491485,171.29658880491485,85.64829440245742,0.0,4100,4200,390.0,128.47244160368615,30.11,25.0,25.0,0.5226872289306593,0.8525245220595057,1.0,0.0,0.0,0.0,0.0,35.40902197761276,38.59910058301237,40.7599097197745,35.68827536454695,40.55,40.55,40.55,40.55
